2024.02.23 07:19:42.484,"2023.10.16 07:45:00  min_impulse_psar EURUSD,M15: Time: 7"
2024.02.23 07:19:42.484,"2023.10.16 07:45:00  min_impulse_psar EURUSD,M15: No Trades Allowed"
2024.02.23 07:19:42.484,"2023.10.16 07:45:00  min_impulse_psar EURUSD,M15: more_trades: false"
2024.02.23 07:19:42.486,"2023.10.16 07:45:00  min_impulse_psar EURUSD,M15: SMI: 54.87227005725585"
2024.02.23 07:19:42.486,"2023.10.16 07:45:00  min_impulse_psar EURUSD,M15: NO TRADE"
2024.02.23 07:19:42.486,"2023.10.16 07:45:00  min_impulse_psar EURUSD,M15: First Cross: false"
2024.02.23 07:19:42.486,"2023.10.16 08:00:00  min_impulse_psar EURUSD,M15: Entering into OnBar"
2024.02.23 07:19:42.486,"2023.10.16 08:00:00  min_impulse_psar EURUSD,M15: Time: 8"
2024.02.23 07:19:42.486,"2023.10.16 08:00:00  min_impulse_psar EURUSD,M15: No Trades Allowed"
2024.02.23 07:19:42.486,"2023.10.16 08:00:00  min_impulse_psar EURUSD,M15: more_trades: false"
2024.02.23 07:19:42.486,"2023.10.16 08:00:00  min_impulse_psar EURUSD,M15: SMI: 64.17445680409043"
2024.02.23 07:19:42.486,"2023.10.16 08:00:00  min_impulse_psar EURUSD,M15: NO TRADE"
2024.02.23 07:19:42.486,"2023.10.16 08:00:00  min_impulse_psar EURUSD,M15: First Cross: false"
2024.02.23 07:19:42.494,"2023.10.16 08:15:00  min_impulse_psar EURUSD,M15: Entering into OnBar"
2024.02.23 07:19:42.494,"2023.10.16 08:15:00  min_impulse_psar EURUSD,M15: Time: 8"
2024.02.23 07:19:42.494,"2023.10.16 08:15:00  min_impulse_psar EURUSD,M15: No Trades Allowed"
2024.02.23 07:19:42.494,"2023.10.16 08:15:00  min_impulse_psar EURUSD,M15: more_trades: false"
2024.02.23 07:19:42.494,"2023.10.16 08:15:00  min_impulse_psar EURUSD,M15: SMI: 79.42492650934361"
2024.02.23 07:19:42.494,"2023.10.16 08:15:00  min_impulse_psar EURUSD,M15: NO TRADE"
2024.02.23 07:19:42.494,"2023.10.16 08:15:00  min_impulse_psar EURUSD,M15: First Cross: false"
2024.02.23 07:19:42.513,"2023.10.16 08:30:00  min_impulse_psar EURUSD,M15: Entering into OnBar"
2024.02.23 07:19:42.513,"2023.10.16 08:30:00  min_impulse_psar EURUSD,M15: Time: 8"
2024.02.23 07:19:42.513,"2023.10.16 08:30:00  min_impulse_psar EURUSD,M15: No Trades Allowed"
2024.02.23 07:19:42.513,"2023.10.16 08:30:00  min_impulse_psar EURUSD,M15: more_trades: false"
2024.02.23 07:19:42.514,"2023.10.16 08:30:00  min_impulse_psar EURUSD,M15: SMI: 83.59294289625882"
2024.02.23 07:19:42.514,"2023.10.16 08:30:00  min_impulse_psar EURUSD,M15: NO TRADE"
2024.02.23 07:19:42.514,"2023.10.16 08:30:00  min_impulse_psar EURUSD,M15: First Cross: false"
2024.02.23 07:19:42.521,"2023.10.16 08:45:00  min_impulse_psar EURUSD,M15: Entering into OnBar"
2024.02.23 07:19:42.521,"2023.10.16 08:45:00  min_impulse_psar EURUSD,M15: Time: 8"
2024.02.23 07:19:42.521,"2023.10.16 08:45:00  min_impulse_psar EURUSD,M15: No Trades Allowed"
2024.02.23 07:19:42.521,"2023.10.16 08:45:00  min_impulse_psar EURUSD,M15: more_trades: false"
2024.02.23 07:19:42.522,"2023.10.16 08:45:00  min_impulse_psar EURUSD,M15: SMI: 38.43917219155074"
2024.02.23 07:19:42.522,"2023.10.16 08:45:00  min_impulse_psar EURUSD,M15: NO TRADE"
2024.02.23 07:19:42.522,"2023.10.16 08:45:00  min_impulse_psar EURUSD,M15: First Cross: false"
2024.02.23 07:19:42.528,"2023.10.16 09:00:00  min_impulse_psar EURUSD,M15: Entering into OnBar"
2024.02.23 07:19:42.528,"2023.10.16 09:00:00  min_impulse_psar EURUSD,M15: Time: 9"
2024.02.23 07:19:42.528,"2023.10.16 09:00:00  min_impulse_psar EURUSD,M15: No Trades Allowed"
2024.02.23 07:19:42.528,"2023.10.16 09:00:00  min_impulse_psar EURUSD,M15: more_trades: false"
2024.02.23 07:19:42.529,"2023.10.16 09:00:00  min_impulse_psar EURUSD,M15: SMI: 63.93179825113919"
